"01-01-2001",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3
"02-01-2001",3,4,3,3,5,5,6,7,8,10,8,8,8,8,8,8,7,8,8,10,9,8,6,5
"03-01-2001",4,3,3,2,2,2,2,7,5,2,2,4,5,5,5,5,5,11,15,15,10,6,7,7
"04-01-2001",5,3,3,2,2,2,3,6,3,11,8,5,5,4,3,2,6,7,9,12,18,19,14,8
"05-01-2001",7,5,6,7,5,5,6,7,15,16,18,11,11,11,10,8,7,8,5,5,7,7,7,5
"06-01-2001",3,4,3,2,2,3,3,3,4,3,4,4,4,4,3,4,5,4,7,9,10,10,10,7
"07-01-2001",6,5,4,3,4,3,2,2,3,3,6,6,7,8,7,7,7,9,11,15,15,10,9,9
"08-01-2001",7,6,4,2,2,2,2,2,2,2,4,7,6,6,5,7,5,7,8,6,8,12,19,13
"09-01-2001",8,5,5,5,4,4,4,3,5,10,5,3,9,4,9,4,2,3,3,3,2,3,5,3
"10-01-2001",2,3,3,3,2,4,8,11,12,16,5,4,3,3,2,3,4,11,22,14,21,9,9,8
"11-01-2001",7,4,5,4,2,3,4,6,9,20,6,5,5,5,18,4,6,12,14,17,18,20,14,12
"12-01-2001",11,7,4,5,4,3,7,5,10,12,8,6,5,4,5,6,8,11,15,22,27,13,11,10
"13-01-2001",5,8,8,6,5,5,5,7,9,10,8,8,7,7,12,12,12,12,12,12,14,11,12,8
"14-01-2001",9,6,5,5,4,4,4,4,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2
"15-01-2001",2,2,2,2,2,2,2,2,-9999,-9999,-9999,-9999,4,4,4,4,4,5,5,5,5,6,5,4
"16-01-2001",4,4,3,3,3,3,3,3,3,4,4,4,4,4,5,4,3,3,4,4,5,5,5,5
"17-01-2001",5,4,4,4,5,5,6,5,6,6,7,7,6,5,4,4,4,5,5,5,6,5,5,4
"18-01-2001",4,3,4,4,5,5,5,6,8,8,8,8,9,9,10,12,15,12,12,14,14,12,12,12
"19-01-2001",8,8,6,6,7,5,8,6,8,8,9,10,11,10,10,10,11,11,10,12,14,13,8,6
"20-01-2001",7,4,4,3,3,3,4,3,4,5,5,4,4,4,4,3,3,3,4,6,6,7,5,4
"21-01-2001",4,5,3,3,4,4,5,4,4,4,3,3,2,2,3,3,3,3,4,4,4,3,3,3
"22-01-2001",2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,4,8,6,6,6,4
"23-01-2001",2,3,2,2,2,3,3,3,4,5,4,3,3,3,3,3,3,3,4,4,4,3,3,3
"24-01-2001",3,2,2,2,2,2,2,3,4,7,6,7,8,10,8,4,5,4,4,3,3,3,3,3
